katalogusszam,sap_rendelesi_szam,megnevezes,listaar_huf,statusz
026660,LG-026660,DPX-IS 630 400A 3P mellső kapcsolás,318139,
026661,LG-026661,DPX-IS 630 630A 3P mellső kapcsolás,438921,
026662,LG-026662,DPX-IS 630 400A 4P mellső kapcsolás,361588,
026663,LG-026663,DPX-IS 630 630A 4P mellső kapcsolás,534388,
026664,LG-026664,DPX-IS 630 400A 3P jobb oldali kapcsolás,281954,
026665,LG-026665,DPX-IS 630 630A 3P jobb oldali kapcsolás,473333,
026666,LG-026666,DPX-IS 630 400A 4P jobb oldali kapcsolás,353177,
026667,LG-026667,DPX-IS 630 630A 4P jobb oldali kapcsolás,528904,
026668,LG-026668,DPX-IS 630 400A 3P bal oldali kapcsolás,292672,
026669,LG-026669,DPX-IS 630 630A 3P bal oldali kapcsolás,495950,
026670,LG-026670,DPX-IS 630 400A 4P bal oldali kapcsolás,368229,
026671,LG-026671,DPX-IS 630 630A 4P bal oldali kapcsolás,573745,
026672,LG-026672,"DPX-IS 630 400A 3P mellső kapcsolás, kioldóval felszerelhető",433532,
026673,LG-026673,"DPX-IS 630 630A 3P mellső kapcsolás, kioldóval felszerelhető",598141,
026674,LG-026674,"DPX-IS 630 400A 4P mellső kapcsolás, kioldóval felszerelhető",476354,
026675,LG-026675,"DPX-IS 630 630A 4P mellső kapcsolás, kioldóval felszerelhető",702593,
026676,LG-026676,"DPX-IS 630 400A 3P jobb oldali kapcsolás, kioldóval felszerelhető",400514,
026677,LG-026677,"DPX-IS 630 630A 3P jobb oldali kapcsolás, kioldóval felszerelhető",637150,
026678,LG-026678,"DPX-IS 630 400A 4P jobb oldali kapcsolás, kioldóval felszerelhető",462135,
026679,LG-026679,"DPX-IS 630 630A 4P jobb oldali kapcsolás, kioldóval felszerelhető",692080,
026680,LG-026680,"DPX-IS 630 400A 3P bal oldali kapcsolás, kioldóval felszerelhető",382603,
026681,LG-026681,"DPX-IS 630 630A 3P bal oldali kapcsolás, kioldóval felszerelhető",648070,
026682,LG-026682,"DPX-IS 630 400A 4P bal oldali kapcsolás, kioldóval felszerelhető",473007,
026683,LG-026683,"DPX-IS 630 630A 4P bal oldali kapcsolás, kioldóval felszerelhető",732448,
026686,LG-026686,DPX-IS 250 mellső vagy jobboldali meghosszabbított rotációs hajtás fekete,101758,
026687,LG-026687,DPX-IS 250 mellső vagy jobboldali meghosszabbított rotációs hajtás piros/sárga,111984,
026689,LG-026689,DPX közvetlenrot.hajtásm.és jobboldalikapcsolókar,49021,
026690,LG-026690,DPX közvetlenrot.hajtás baloldali kapcsolókar,48706,
026692,LG-026692,DPX-IS 250 Ronis zár,477272,
026697,LG-026697,DPX-IS 630 Ronis zár,229497,
027000,LG-027000,DRX100 3P 10 kA 15A t.m. kompakt megszakító,53088,
027001,LG-027001,DRX100 3P 10 kA 20A t.m. kompakt megszakító,53250,
027003,LG-027003,DRX100 3P 10 kA 30A t.m. kompakt megszakító,53568,
027004,LG-027004,DRX100 3P 10 kA 40A t.m. kompakt megszakító,53733,
027005,LG-027005,DRX100 3P 10 kA 50A t.m. kompakt megszakító,53887,
027007,LG-027007,DRX100 3P 10 kA 75A t.m. kompakt megszakító,54209,
027008,LG-027008,DRX100 3P 10 kA 100A t.m. kompakt megszakító,54370,
027010,LG-027010,DRX100 4P 10 kA 15A t.m. kompakt megszakító,90259,
027011,LG-027011,DRX100 4P 10 kA 20A t.m. kompakt megszakító,90530,
027012,LG-027012,DRX100 4P 10 kA 25A t.m. kompakt megszakító,90804,
027013,LG-027013,DRX100 4P 10 kA 30A t.m. kompakt megszakító,91074,
027014,LG-027014,DRX100 4P 10 kA 40A t.m. kompakt megszakító,91340,
027015,LG-027015,DRX100 4P 10 kA 50A t.m. kompakt megszakító,91611,
027016,LG-027016,DRX100 4P 10 kA 60A t.m. kompakt megszakító,91889,
027017,LG-027017,DRX100 4P 10 kA 75A t.m. kompakt megszakító,92160,
027018,LG-027018,DRX100 4P 10 kA 100A t.m. kompakt megszakító,92429,
027020,LG-027020,DRX100 3P 20 kA 15A t.m. kompakt megszakító,53250,
027021,LG-027021,DRX100 3P 20 kA 20A t.m. kompakt megszakító,53414,
027023,LG-027023,DRX100 3P 20 kA 30A t.m. kompakt megszakító,53733,
027024,LG-027024,DRX100 3P 20 kA 40A t.m. kompakt megszakító,53887,
027025,LG-027025,DRX100 3P 20 kA 50A t.m. kompakt megszakító,54051,
027026,LG-027026,DRX100 3P 20 kA 60A t.m. kompakt megszakító,54209,
027027,LG-027027,DRX100 3P 20 kA 75A t.m. kompakt megszakító,54370,
027028,LG-027028,DRX100 3P 20 kA 100A t.m. kompakt megszakító,57569,
027030,LG-027030,DRX100 4P 20 kA 15A t.m. kompakt megszakító,90530,
027031,LG-027031,DRX100 4P 20 kA 20A t.m. kompakt megszakító,90804,
027032,LG-027032,DRX100 4P 20 kA 25A t.m. kompakt megszakító,91074,
027033,LG-027033,DRX100 4P 20 kA 30A t.m. kompakt megszakító,91340,
027034,LG-027034,DRX100 4P 20 kA 40A t.m. kompakt megszakító,91611,
027035,LG-027035,DRX100 4P 20 kA 50A t.m. kompakt megszakító,91889,
027036,LG-027036,DRX100 4P 20 kA 60A t.m. kompakt megszakító,92160,
027037,LG-027037,DRX100 4P 20 kA 75A t.m. kompakt megszakító,92429,
027038,LG-027038,DRX100 4P 20 kA 100A t.m. kompakt megszakító,97863,
027040,LG-027040,DRX100 1P 25 kA 15A t.m. kompakt megszakító,38379,
027041,LG-027041,DRX100 1P 25 kA 20A t.m. kompakt megszakító,38379,
027042,LG-027042,DRX100 1P 25 kA 25A t.m. kompakt megszakító,38379,
027043,LG-027043,DRX100 1P 25 kA 30A t.m. kompakt megszakító,38379,
027044,LG-027044,DRX100 1P 25 kA 40A t.m. kompakt megszakító,38379,
027045,LG-027045,DRX100 1P 25 kA 50A t.m. kompakt megszakító,38379,
027046,LG-027046,DRX100 1P 25 kA 60A t.m. kompakt megszakító,38379,
027047,LG-027047,DRX100 1P 25 kA 75A t.m. kompakt megszakító,38379,
027048,LG-027048,DRX100 1P 25 kA 100A t.m. kompakt megszakító,38379,
027050,LG-027050,DRX100 2P 35 kA 15A t.m. kompakt megszakító,47973,
027051,LG-027051,DRX100 2P 35 kA 20A t.m. kompakt megszakító,47973,
027052,LG-027052,DRX100 2P 35 kA 25A t.m. kompakt megszakító,47973,
027053,LG-027053,DRX100 2P 35 kA 30A t.m. kompakt megszakító,47973,
027054,LG-027054,DRX100 2P 35 kA 40A t.m. kompakt megszakító,47973,
027055,LG-027055,DRX100 2P 35 kA 50A t.m. kompakt megszakító,47973,
027056,LG-027056,DRX100 2P 35 kA 60A t.m. kompakt megszakító,47973,
027057,LG-027057,DRX100 2P 35 kA 75A t.m. kompakt megszakító,47973,
027058,LG-027058,DRX100 2P 35 kA 100A t.m. kompakt megszakító,79955,
027060,LG-027060,DRX100 3P 35 kA 15A t.m. kompakt megszakító,56452,
027061,LG-027061,DRX100 3P 35 kA 20A t.m. kompakt megszakító,56609,
027062,LG-027062,DRX100 3P 35 kA 25A t.m. kompakt megszakító,54402,
027063,LG-027063,DRX100 3P 35 kA 30A t.m. kompakt megszakító,54557,
027064,LG-027064,DRX100 3P 35 kA 40A t.m. kompakt megszakító,54709,Készlet erejéig!
027065,LG-027065,DRX100 3P 35 kA 50A t.m. kompakt megszakító,54867,
027066,LG-027066,DRX100 3P 35 kA 60A t.m. kompakt megszakító,55017,
027067,LG-027067,DRX100 3P 35 kA 75A t.m. kompakt megszakító,57569,
027068,LG-027068,DRX125 3P 36 kA 100A t.m. kompakt megszakító,53480,Készlet erejéig!
027070,LG-027070,DRX100 4P 35 kA 15A t.m. kompakt megszakító,95961,
027071,LG-027071,DRX100 4P 35 kA 20A t.m. kompakt megszakító,96237,
027072,LG-027072,DRX100 4P 35 kA 25A t.m. kompakt megszakító,96506,
027073,LG-027073,DRX100 4P 35 kA 30A t.m. kompakt megszakító,96783,
027074,LG-027074,DRX100 4P 35 kA 40A t.m. kompakt megszakító,97054,
027075,LG-027075,DRX100 4P 35 kA 50A t.m. kompakt megszakító,97323,
027076,LG-027076,DRX100 4P 35 kA 60A t.m. kompakt megszakító,97589,
027077,LG-027077,DRX100 4P 35 kA 75A t.m. kompakt megszakító,97863,
027078,LG-027078,DRX100 4P 35 kA 100A t.m. kompakt megszakító,103306,
027100,LG-127100,DRX250 3P 18 kA 125A t.m. kompakt megszakító,121926,
027101,LG-127101,DRX250 3P 18 kA 150A t.m. kompakt megszakító,131541,
027102,LG-127102,DRX250 3P 18 kA 175A t.m. kompakt megszakító,157214,
027103,LG-127103,DRX250 3P 18 kA 200A t.m. kompakt megszakító,166839,
027104,LG-127104,DRX250 3P 18 kA 225A t.m. kompakt megszakító,179675,
027105,LG-127105,DRX250 3P 18 kA 250A t.m. kompakt megszakító,192507,
027106,LG-127106,DRX250 4P 18 kA 125A t.m. kompakt megszakító,207268,
027107,LG-127107,DRX250 4P 18 kA 150A t.m. kompakt megszakító,223632,
027108,LG-127108,DRX250 4P 18 kA 175A t.m. kompakt megszakító,267265,
027109,LG-127109,DRX250 4P 18 kA 200A t.m. kompakt megszakító,283626,
027110,LG-127110,DRX250 4P 18 kA 225A t.m. kompakt megszakító,305447,
027111,LG-127111,DRX250 4P 18 kA 250A t.m. kompakt megszakító,327263,
027112,LG-127112,DRX250 3P 25 kA 125A t.m. kompakt megszakító,147585,
027113,LG-127113,DRX250 3P 25 kA 150A t.m. kompakt megszakító,160422,
027114,LG-127114,DRX250 3P 25 kA 175A t.m. kompakt megszakító,186090,
027115,LG-127115,DRX250 3P 25 kA 200A t.m. kompakt megszakító,198925,
027116,LG-127116,DRX250 3P 25 kA 225A t.m. kompakt megszakító,214963,
027117,LG-127117,DRX250 3P 25 kA 250A t.m. kompakt megszakító,227801,
027118,LG-127118,DRX250 4P 25 kA 125A t.m. kompakt megszakító,250901,
027119,LG-127119,DRX250 4P 25 kA 150A t.m. kompakt megszakító,272719,
027120,LG-127120,DRX250 4P 25 kA 175A t.m. kompakt megszakító,316350,
027121,LG-127121,DRX250 4P 25 kA 200A t.m. kompakt megszakító,338170,
027122,LG-127122,DRX250 4P 25 kA 225A t.m. kompakt megszakító,365445,
027123,LG-127123,DRX250 4P 25 kA 250A t.m. kompakt megszakító,387264,
027124,LG-127124,DRX250 3P 36 kA 125A t.m. kompakt megszakító,154005,
027125,LG-127125,DRX250 3P 36 kA 150A t.m. kompakt megszakító,166839,
027126,LG-127126,DRX250 3P 36 kA 175A t.m. kompakt megszakító,198925,
027127,LG-127127,DRX250 3P 36 kA 200A t.m. kompakt megszakító,211754,
027128,LG-127128,DRX250 3P 36 kA 225A t.m. kompakt megszakító,227801,
027129,LG-127129,DRX250 3P 36 kA 250A t.m. kompakt megszakító,240633,
027130,LG-127130,DRX250 4P 36 kA 125A t.m. kompakt megszakító,261811,
027132,LG-127132,DRX250 4P 36 kA 175A t.m. kompakt megszakító,338170,
027133,LG-127133,DRX250 4P 36 kA 200A t.m. kompakt megszakító,359987,
027134,LG-127134,DRX250 4P 36 kA 225A t.m. kompakt megszakító,387264,
027135,LG-127135,DRX250 4P 36 kA 250A t.m. kompakt megszakító,409078,
027140,LG-027140,DRX állapotjelző segédérintkező,22159,
027141,LG-027141,DRX hibajelző segédérintkező,21651,
027142,LG-027142,DRX univerzális segédérintkező,25071,
027150,LG-027150,DRX munkaáram kioldó 12 V~=,38827,
027151,LG-027151,DRX munkaáram kioldó 24 V~=,38827,
027152,LG-027152,DRX munkaáram kioldó 48 V~=,40273,
027153,LG-027153,DRX munkaáram kioldó 100/130V~,40829,
027154,LG-027154,DRX munkaáram kioldó 200/277V~,39369,
027155,LG-027155,DRX munkaáram kioldó 380/480V~,39369,
027161,LG-027161,DRX nullfeszültség kioldó 24 V~=,61006,
027162,LG-027162,DRX nullfeszültség kioldó 48 V~=,68350,
027163,LG-027163,DRX nullfeszültség kioldó 110/130 V~,70297,
027164,LG-027164,DRX nullfeszültség kioldó 200/240 V~,81525,
027165,LG-027165,DRX nullfeszültség kioldó 380/415 V~,82266,
027166,LG-027166,DRX nullfeszültség kioldó 440/480 V~,79892,
027167,LG-027167,DRX100 közvetlen rotációs hajtás ,83171,
027168,LG-027168,DRX nullfeszültség kioldó 110 V~,69656,
027170,LG-027170,DRX100 3P bekötő kapocs kábelhez 50A-ig,7234,
027171,LG-027171,DRX100 3P bekötő kapocs kábelhez 60-100A,8160,
027172,LG-027172,DRX100 4P bekötő kapocs kábelhez 50A-ig,9081,
027173,LG-027173,DRX100 4P bekötő kapocs kábelhez 60-100A,9711,
027174,LG-027174,DRX250 3P bekötő kapocs kábelhez,19641,
027175,LG-027175,DRX250 4P bekötő kapocs kábelhez,24366,
027176,LG-027176,DRX125 közvetlen rotációs hajtás - szürke ,52073,
027177,LG-027177,DRX100 meghosszabbított rotációs hajtás ,69453,
027178,LG-027178,DRX250 közvetlen rotációs hajtás ,76472,
027179,LG-027179,DRX250 meghosszabbított rotációs hajtás ,69762,
027180,LG-027180,DRX lakatolási készlet kikocsizott állapotban,6526,
027181,LG-027181,DRX 3P válaszfal készlet 2 db,3420,
027182,LG-027182,DRX 4P válaszfal készlet 3 db,3908,
027183,LG-027183,DRX100 3P kapocstakaró plombálható,7501,
027184,LG-027184,DRX100 4P kapocstakaró plombálható,7595,
027185,LG-027185,DRX250 3P kapocstakaró plombálható,55930,
027186,LG-027186,DRX250 4P kapocstakaró plombálható,56514,
027187,LG-027187,DRX100 3P/4P szerelőlemez kalapsínhez,2726,
027188,LG-027188,DRX250 szerelőlemez kalapsínhez,15317,
027189,LG-027189,DRX100 1P szerelőlemez kalapsínhez,24365,
027190,LG-027190,DRX100 2P szerelőlemez kalapsínhez,8978,
027191,LG-027191,DRX100 2P kapocstakaró plombálható,8677,
027192,LG-027192,DRX100 bekötő kapocs kábelhez 50A-ig (60 db),100830,
027193,LG-027193,DRX100 bekötő kapocs kábelhez 60 -100A (60 db),112069,
027194,LG-027194,DRX250 bekötő kapocs kábelhez (60 db),289321,
027224,LG-027224,DRX125 3P 35 kA 63A t.m. kompakt megszakító,57409,
027225,LG-027225,DRX125 3P 35 kA 125A t.m. kompakt megszakító,60766,
027226,LG-027226,DRX125 4P 35 kA 63A t.m. kompakt megszakító,97589,
027227,LG-027227,DRX125 4P 35 kA 125A t.m. kompakt megszakító,103306,
027233,LG-127233,DRX250 4P 36 kA 160A t.m. kompakt megszakító,283626,
027234,LG-027234,DRX630 3P 36 kA 320A t.m. kompakt megszakító,454514,
027235,LG-027235,DRX630 3P 36 kA 400A t.m. kompakt megszakító,490873,
027236,LG-027236,DRX630 3P 36 kA 500A t.m. kompakt megszakító,530145,
027237,LG-027237,DRX630 3P 36 kA 630A t.m. kompakt megszakító,572557,
027238,LG-027238,DRX630 4P 36 kA 320A t.m. kompakt megszakító,618365,
027239,LG-027239,DRX630 4P 36 kA 400A t.m. kompakt megszakító,667828,
027240,LG-027240,DRX630 4P 36 kA 500A t.m. kompakt megszakító,721257,
027241,LG-027241,DRX630 4P 36 kA 630A t.m. kompakt megszakító,778960,
027242,LG-027242,DRX630 3P 50 kA 320A t.m. kompakt megszakító,548826,
027243,LG-027243,DRX630 3P 50 kA 400A t.m. kompakt megszakító,592731,
027244,LG-027244,DRX630 3P 50 kA 500A t.m. kompakt megszakító,640153,
027245,LG-027245,DRX630 3P 50 kA 630A t.m. kompakt megszakító,691362,
027246,LG-027246,DRX630 4P 50 kA 320A t.m. kompakt megszakító,746675,
027247,LG-027247,DRX630 4P 50 kA 400A t.m. kompakt megszakító,806406,
027248,LG-027248,DRX630 4P 50 kA 500A t.m. kompakt megszakító,870918,
027249,LG-027249,DRX630 4P 50 kA 630A t.m. kompakt megszakító,940592,
027250,LG-027250,DRX630 közvetlen rotációs hajtás ,177202,
027251,LG-027251,DRX630 meghosszabbított rotációs hajtás ,207297,
027252,LG-027252,DRX125 3P bekötő kapocs kábelhez 125A-ig,66851,
027253,LG-027253,DRX125 4P bekötő kapocs kábelhez 125A-ig,89127,
027254,LG-027254,DRX125 bekötő kapocs kábelhez 125A-ig - 60db,1217760,
027322,LG-027322,DPX fázistávolságnövelő adapter,99944,
027400,LG-027400,Görgős kapcsoló 1P 16A PR12 0-1 ,9596,
027401,LG-027401,Görgős kapcsoló 2P 16A PR12 0-1 ,9648,
027402,LG-027402,Görgős kapcsoló 3P 16A PR12 0-1 ,9838,
027403,LG-027403,Görgős kapcsoló 4P 16A PR12 0-1 ,10183,
027405,LG-027405,Görgős kapcsoló 1P 20A PR17 0-1 ,12116,
027406,LG-027406,Görgős kapcsoló 2P 20A PR17 0-1 ,13455,
027407,LG-027407,Görgős kapcsoló 3P 20A PR17 0-1 ,13720,
027408,LG-027408,Görgős kapcsoló 4P 20A PR17 0-1 ,15415,
027410,LG-027410,Görgős kapcsoló 1P 25A PR21 0-1 ,11638,
027411,LG-027411,Görgős kapcsoló 2P 25A PR21 0-1 ,12933,
027412,LG-027412,Görgős kapcsoló 3P 25A PR21 0-1 ,13186,
027413,LG-027413,Görgős kapcsoló 4P 25A PR21 0-1 ,15597,
027416,LG-027416,Görgős kapcsoló 2P 32A PR26 0-1 ,16890,
027417,LG-027417,Görgős kapcsoló 3P 32A PR26 0-1 ,17221,
027418,LG-027418,Görgős kapcsoló 4P 32A PR26 0-1 ,19660,
027420,LG-027420,Görgős kapcsoló 1P 50A PR40 0-1 ,22426,
027421,LG-027421,Görgős kapcsoló 2P 50A PR40 0-1 ,24915,
027422,LG-027422,Görgős kapcsoló 3P 50A PR40 0-1 ,25405,
027423,LG-027423,Görgős kapcsoló 4P 50A PR40 0-1 ,28279,
027426,LG-027426,Görgős kapcsoló 2P 63A PR63 0-1 ,23225,
027427,LG-027427,Görgős kapcsoló 3P 63A PR63 0-1 ,25579,
027428,LG-027428,Görgős kapcsoló 4P 63A PR63 0-1 ,30610,
027430,LG-027430,Görgős kapcsoló 1P 16A PR12 1-0-2 ,10000,
027431,LG-027431,Görgős kapcsoló 2P 16A PR12 1-0-2 ,11531,
027432,LG-027432,Görgős kapcsoló 3P 16A PR12 1-0-2 ,13174,
027433,LG-027433,Görgős kapcsoló 4P 16A PR12 1-0-2 ,17982,
027435,LG-027435,Görgős kapcsoló 1P 20A PR17 1-0-2 ,17908,
027436,LG-027436,Görgős kapcsoló 2P 20A PR17 1-0-2 ,19340,
027437,LG-027437,Görgős kapcsoló 3P 20A PR17 1-0-2 ,19721,
027438,LG-027438,Görgős kapcsoló 4P 20A PR17 1-0-2 ,26063,
027441,LG-027441,Görgős kapcsoló 2P 25A PR21 1-0-2 ,19596,
027442,LG-027442,Görgős kapcsoló 3P 25A PR21 1-0-2 ,20735,
027443,LG-027443,Görgős kapcsoló 4P 25A PR21 1-0-2 ,26419,
027446,LG-027446,Görgős kapcsoló 2P 32A PR26 1-0-2 ,26389,
027447,LG-027447,Görgős kapcsoló 3P 32A PR26 1-0-2 ,25713,
027448,LG-027448,Görgős kapcsoló 4P 32A PR26 1-0-2 ,30015,
027451,LG-027451,Görgős kapcsoló 2P 50A PR40 1-0-2 ,38920,
027452,LG-027452,Görgős kapcsoló 3P 50A PR40 1-0-2 ,41187,
027453,LG-027453,Görgős kapcsoló 4P 50A PR40 1-0-2 ,50763,
027456,LG-027456,Görgős kapcsoló 2P 63A PR63 1-0-2 ,40740,
027457,LG-027457,Görgős kapcsoló 3P 63A PR63 1-0-2 ,43112,
027458,LG-027458,Görgős kapcsoló 4P 63A PR63 1-0-2 ,53332,
027460,LG-027460,Görgős kapcsoló 1P 16A PR12 1-2 ,10376,
027461,LG-027461,Görgős kapcsoló 2P 16A PR12 1-2 ,11531,
027462,LG-027462,Görgős kapcsoló 3P 16A PR12 1-2 ,12695,
027463,LG-027463,Görgős kapcsoló 4P 16A PR12 1-2 ,17617,
027466,LG-027466,Görgős kapcsoló 2P 20A PR17 1-2 ,17683,
027467,LG-027467,Görgős kapcsoló 3P 20A PR17 1-2 ,20172,
027468,LG-027468,Görgős kapcsoló 4P 20A PR17 1-2 ,24259,
027471,LG-027471,Görgős kapcsoló 2P 25A PR21 1-2 ,19612,
027472,LG-027472,Görgős kapcsoló 3P 25A PR21 1-2 ,20753,
027476,LG-027476,Görgős kapcsoló 2P 32A PR26 1-2 ,26401,
027477,LG-027477,Görgős kapcsoló 3P 32A PR26 1-2 ,26248,
027478,LG-027478,Görgős kapcsoló 4P 32A PR26 1-2 ,29873,
027481,LG-027481,Görgős kapcsoló 2P 50A PR40 1-2 ,38848,
027482,LG-027482,Görgős kapcsoló 3P 50A PR40 1-2 ,41114,
027483,LG-027483,Görgős kapcsoló 4P 50A PR40 1-2 ,50875,
027486,LG-027486,Görgős kapcsoló 2P 63A PR63 1-2 ,47499,
027487,LG-027487,Görgős kapcsoló 3P 63A PR63 1-2 ,50268,
027488,LG-027488,Görgős kapcsoló 4P 63A PR63 1-2 ,53251,
027490,LG-027490,Görgős kapcsoló 1P 16A PR12 1-0-2 90° ,11384,
027491,LG-027491,Görgős kapcsoló 2P 16A PR12 1-0-2 90° ,12528,
027492,LG-027492,Görgős kapcsoló 3P 16A PR12 1-0-2 90° ,13775,
027493,LG-027493,Görgős kapcsoló 4P 16A PR12 1-0-2 90° ,20497,
027495,LG-027495,Görgős kapcsoló 2P 25A PR21 1-0-2 90° ,22544,
027496,LG-027496,Görgős kapcsoló 2P 50A PR40 1-0-2 90° ,35016,
027497,LG-027497,Görgős kapcsoló 2P 63A PR63 1-0-2 90° ,38520,
027498,LG-027498,Görgős kapcsoló 1P 16A PR12 1-2-3 ,11832,
027499,LG-027499,Görgős kapcsoló 1P 20A PR17 1-2-3 ,16032,
027501,LG-027501,Görgős kapcsoló 1P 32A PR26 1-2-3 ,16858,
027502,LG-027502,Görgős kapcsoló 1P 16A PR12 0-1-2-3 ,11647,
027503,LG-027503,Görgős kapcsoló 2P 16A PR12 0-1-2-3 ,16485,
027504,LG-027504,Görgős kapcsoló 3P 16A PR12 0-1-2-3 ,20096,
027505,LG-027505,Görgős kapcsoló 3P 32A PR26 0-1-2-3 ,34949,
027506,LG-027506,Görgős kapcsoló 2P 40A PR50 0-1-2-3 ,42642,
027507,LG-027507,Görgős kapcsoló 2P 63A PR63 0-1-2-3 ,44572,
027510,LG-027510,Görgős kapcsoló 3P 4kW PR12 AR-0-AV ,15516,
027511,LG-027511,Görgős kapcsoló 3P 4kW PR12 0-Y-DELTA,20132,
